model,id,source_id,event_id,episode_id,sid,window,condition,target_sid,target_object,expected_target_match,image,target_match,target_match_score,release_readiness,readiness_score
qwen3vl_32b,habit_cfx_0254,habit_test_02016,008364_01,008364,S7788,ready,counterfactual,S7025,Organizing box,mismatched,images/test_image_02016.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0255,habit_test_02016,008364_01,008364,S7788,ready,counterfactual,S7414,Paper to-go box,mismatched,images/test_image_02016.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0256,habit_test_02016,008364_01,008364,S7788,ready,counterfactual,S8975,100 cm Hotel Towel,mismatched,images/test_image_02016.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0257,habit_test_02019,008372_02,008372,S7788,early,counterfactual,S6759,Power Cable,mismatched,images/test_image_02019.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0258,habit_test_02019,008372_02,008372,S7788,early,counterfactual,S7025,Organizing box,mismatched,images/test_image_02019.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0259,habit_test_02019,008372_02,008372,S7788,early,counterfactual,S7414,Paper to-go box,mismatched,images/test_image_02019.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0260,habit_test_02019,008372_02,008372,S7788,early,counterfactual,S8975,100 cm Hotel Towel,mismatched,images/test_image_02019.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0261,habit_test_02020,008372_02,008372,S7788,ready,counterfactual,S6759,Power Cable,mismatched,images/test_image_02020.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0262,habit_test_02020,008372_02,008372,S7788,ready,counterfactual,S7025,Organizing box,mismatched,images/test_image_02020.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0263,habit_test_02020,008372_02,008372,S7788,ready,counterfactual,S7414,Paper to-go box,mismatched,images/test_image_02020.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0264,habit_test_02020,008372_02,008372,S7788,ready,counterfactual,S8975,100 cm Hotel Towel,mismatched,images/test_image_02020.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0265,habit_test_02021,008462_01,008462,S7788,early,counterfactual,S6759,Power Cable,mismatched,images/test_image_02021.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0266,habit_test_02021,008462_01,008462,S7788,early,counterfactual,S7025,Organizing box,mismatched,images/test_image_02021.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0267,habit_test_02021,008462_01,008462,S7788,early,counterfactual,S7414,Paper to-go box,mismatched,images/test_image_02021.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0268,habit_test_02021,008462_01,008462,S7788,early,counterfactual,S8975,100 cm Hotel Towel,mismatched,images/test_image_02021.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0269,habit_test_02022,008462_01,008462,S7788,ready,counterfactual,S6759,Power Cable,mismatched,images/test_image_02022.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0270,habit_test_02022,008462_01,008462,S7788,ready,counterfactual,S7025,Organizing box,mismatched,images/test_image_02022.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0271,habit_test_02022,008462_01,008462,S7788,ready,counterfactual,S7414,Paper to-go box,mismatched,images/test_image_02022.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0272,habit_test_02022,008462_01,008462,S7788,ready,counterfactual,S8975,100 cm Hotel Towel,mismatched,images/test_image_02022.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0273,habit_test_02023,008475_01,008475,S7788,early,counterfactual,S6759,Power Cable,mismatched,images/test_image_02023.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0274,habit_test_02023,008475_01,008475,S7788,early,counterfactual,S7025,Organizing box,mismatched,images/test_image_02023.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0275,habit_test_02023,008475_01,008475,S7788,early,counterfactual,S7414,Paper to-go box,mismatched,images/test_image_02023.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0276,habit_test_02023,008475_01,008475,S7788,early,counterfactual,S8975,100 cm Hotel Towel,mismatched,images/test_image_02023.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0277,habit_test_02024,008475_01,008475,S7788,ready,counterfactual,S6759,Power Cable,mismatched,images/test_image_02024.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0278,habit_test_02024,008475_01,008475,S7788,ready,counterfactual,S7025,Organizing box,mismatched,images/test_image_02024.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0279,habit_test_02024,008475_01,008475,S7788,ready,counterfactual,S7414,Paper to-go box,mismatched,images/test_image_02024.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0280,habit_test_02024,008475_01,008475,S7788,ready,counterfactual,S8975,100 cm Hotel Towel,mismatched,images/test_image_02024.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0281,habit_test_02025,008495_02,008495,S7788,early,counterfactual,S6759,Power Cable,mismatched,images/test_image_02025.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0282,habit_test_02025,008495_02,008495,S7788,early,counterfactual,S7025,Organizing box,mismatched,images/test_image_02025.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0283,habit_test_02025,008495_02,008495,S7788,early,counterfactual,S7414,Paper to-go box,mismatched,images/test_image_02025.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0284,habit_test_02025,008495_02,008495,S7788,early,counterfactual,S8975,100 cm Hotel Towel,mismatched,images/test_image_02025.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0285,habit_test_02026,008495_02,008495,S7788,ready,counterfactual,S6759,Power Cable,mismatched,images/test_image_02026.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0286,habit_test_02026,008495_02,008495,S7788,ready,counterfactual,S7025,Organizing box,mismatched,images/test_image_02026.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0287,habit_test_02026,008495_02,008495,S7788,ready,counterfactual,S7414,Paper to-go box,mismatched,images/test_image_02026.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0288,habit_test_02026,008495_02,008495,S7788,ready,counterfactual,S8975,100 cm Hotel Towel,mismatched,images/test_image_02026.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0289,habit_test_02027,008524_02,008524,S7788,early,counterfactual,S6759,Power Cable,mismatched,images/test_image_02027.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0290,habit_test_02027,008524_02,008524,S7788,early,counterfactual,S7025,Organizing box,mismatched,images/test_image_02027.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0291,habit_test_02027,008524_02,008524,S7788,early,counterfactual,S7414,Paper to-go box,mismatched,images/test_image_02027.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0292,habit_test_02027,008524_02,008524,S7788,early,counterfactual,S8975,100 cm Hotel Towel,mismatched,images/test_image_02027.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0293,habit_test_02028,008524_02,008524,S7788,ready,counterfactual,S6759,Power Cable,mismatched,images/test_image_02028.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0294,habit_test_02028,008524_02,008524,S7788,ready,counterfactual,S7025,Organizing box,mismatched,images/test_image_02028.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0295,habit_test_02028,008524_02,008524,S7788,ready,counterfactual,S7414,Paper to-go box,mismatched,images/test_image_02028.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0296,habit_test_02028,008524_02,008524,S7788,ready,counterfactual,S8975,100 cm Hotel Towel,mismatched,images/test_image_02028.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0297,habit_test_02029,009796_02,009796,S7788,early,counterfactual,S6759,Power Cable,mismatched,images/test_image_02029.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0298,habit_test_02029,009796_02,009796,S7788,early,counterfactual,S7025,Organizing box,mismatched,images/test_image_02029.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0299,habit_test_02029,009796_02,009796,S7788,early,counterfactual,S7414,Paper to-go box,mismatched,images/test_image_02029.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0300,habit_test_02029,009796_02,009796,S7788,early,counterfactual,S8975,100 cm Hotel Towel,mismatched,images/test_image_02029.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0301,habit_test_02030,009796_02,009796,S7788,ready,counterfactual,S6759,Power Cable,mismatched,images/test_image_02030.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0302,habit_test_02030,009796_02,009796,S7788,ready,counterfactual,S7025,Organizing box,mismatched,images/test_image_02030.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0303,habit_test_02030,009796_02,009796,S7788,ready,counterfactual,S7414,Paper to-go box,mismatched,images/test_image_02030.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0304,habit_test_02030,009796_02,009796,S7788,ready,counterfactual,S8975,100 cm Hotel Towel,mismatched,images/test_image_02030.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0305,habit_test_02031,009797_02,009797,S7788,early,counterfactual,S6759,Power Cable,mismatched,images/test_image_02031.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0306,habit_test_02031,009797_02,009797,S7788,early,counterfactual,S7025,Organizing box,mismatched,images/test_image_02031.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0307,habit_test_02031,009797_02,009797,S7788,early,counterfactual,S7414,Paper to-go box,mismatched,images/test_image_02031.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0308,habit_test_02031,009797_02,009797,S7788,early,counterfactual,S8975,100 cm Hotel Towel,mismatched,images/test_image_02031.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0309,habit_test_02032,009797_02,009797,S7788,ready,counterfactual,S6759,Power Cable,mismatched,images/test_image_02032.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0310,habit_test_02032,009797_02,009797,S7788,ready,counterfactual,S7025,Organizing box,mismatched,images/test_image_02032.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0311,habit_test_02032,009797_02,009797,S7788,ready,counterfactual,S7414,Paper to-go box,mismatched,images/test_image_02032.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0312,habit_test_02032,009797_02,009797,S7788,ready,counterfactual,S8975,100 cm Hotel Towel,mismatched,images/test_image_02032.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0313,habit_test_02033,009801_02,009801,S7788,early,counterfactual,S6759,Power Cable,mismatched,images/test_image_02033.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0314,habit_test_02033,009801_02,009801,S7788,early,counterfactual,S7025,Organizing box,mismatched,images/test_image_02033.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0315,habit_test_02033,009801_02,009801,S7788,early,counterfactual,S7414,Paper to-go box,mismatched,images/test_image_02033.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0316,habit_test_02033,009801_02,009801,S7788,early,counterfactual,S8975,100 cm Hotel Towel,mismatched,images/test_image_02033.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0317,habit_test_02034,009801_02,009801,S7788,ready,counterfactual,S6759,Power Cable,mismatched,images/test_image_02034.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0318,habit_test_02034,009801_02,009801,S7788,ready,counterfactual,S7025,Organizing box,mismatched,images/test_image_02034.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0319,habit_test_02034,009801_02,009801,S7788,ready,counterfactual,S7414,Paper to-go box,mismatched,images/test_image_02034.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0320,habit_test_02034,009801_02,009801,S7788,ready,counterfactual,S8975,100 cm Hotel Towel,mismatched,images/test_image_02034.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0321,habit_test_01933,007309_01,007309,S8940,early,counterfactual,S6759,Power Cable,mismatched,images/test_image_01933.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0322,habit_test_01933,007309_01,007309,S8940,early,counterfactual,S7414,Paper to-go box,mismatched,images/test_image_01933.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0323,habit_test_01933,007309_01,007309,S8940,early,counterfactual,S7788,iced cup,mismatched,images/test_image_01933.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0324,habit_test_01933,007309_01,007309,S8940,early,counterfactual,S8975,100 cm Hotel Towel,mismatched,images/test_image_01933.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0325,habit_test_01934,007309_01,007309,S8940,ready,counterfactual,S6759,Power Cable,mismatched,images/test_image_01934.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0326,habit_test_01934,007309_01,007309,S8940,ready,counterfactual,S7414,Paper to-go box,mismatched,images/test_image_01934.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0327,habit_test_01934,007309_01,007309,S8940,ready,counterfactual,S7788,iced cup,mismatched,images/test_image_01934.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0328,habit_test_01934,007309_01,007309,S8940,ready,counterfactual,S8975,100 cm Hotel Towel,mismatched,images/test_image_01934.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0329,habit_test_01937,007310_01,007310,S8940,early,counterfactual,S6759,Power Cable,mismatched,images/test_image_01937.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0330,habit_test_01937,007310_01,007310,S8940,early,counterfactual,S7414,Paper to-go box,mismatched,images/test_image_01937.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0331,habit_test_01937,007310_01,007310,S8940,early,counterfactual,S7788,iced cup,mismatched,images/test_image_01937.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0332,habit_test_01937,007310_01,007310,S8940,early,counterfactual,S8975,100 cm Hotel Towel,mismatched,images/test_image_01937.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0333,habit_test_01938,007310_01,007310,S8940,ready,counterfactual,S6759,Power Cable,mismatched,images/test_image_01938.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0334,habit_test_01938,007310_01,007310,S8940,ready,counterfactual,S7414,Paper to-go box,mismatched,images/test_image_01938.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0335,habit_test_01938,007310_01,007310,S8940,ready,counterfactual,S7788,iced cup,mismatched,images/test_image_01938.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0336,habit_test_01938,007310_01,007310,S8940,ready,counterfactual,S8975,100 cm Hotel Towel,mismatched,images/test_image_01938.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_32b,habit_cfx_0337,habit_test_01941,007312_01,007312,S8940,early,counterfactual,S6759,Power Cable,mismatched,images/test_image_01941.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
